Facility,day1,count
DOE Library,2017-12-02T00:00:00Z,1433
DOE Library,2017-12-03T00:00:00Z,1320
DOE Library,2017-12-04T00:00:00Z,3744
DOE Library,2017-12-05T00:00:00Z,3681
DOE Library,2017-12-06T00:00:00Z,3663
DOE Library,2017-12-07T00:00:00Z,4017
DOE Library,2017-12-08T00:00:00Z,3650
DOE Library,2017-12-09T00:00:00Z,2497
DOE Library,2017-12-10T00:00:00Z,1856
DOE Library,2017-12-11T00:00:00Z,3392
DOE Library,2017-12-12T00:00:00Z,3186
DOE Library,2017-12-13T00:00:00Z,2780
DOE Library,2017-12-14T00:00:00Z,2516
DOE Library,2017-12-15T00:00:00Z,2161
DOE Library,2017-12-16T00:00:00Z,50
DOE Library,2017-12-17T00:00:00Z,41
DOE Library,2017-12-18T00:00:00Z,1280
DOE Library,2017-12-19T00:00:00Z,1377
DOE Library,2017-12-20T00:00:00Z,1194
DOE Library,2017-12-21T00:00:00Z,1055
DOE Library,2017-12-22T00:00:00Z,387
DOE Library,2017-12-23T00:00:00Z,64
DOE Library,2017-12-24T00:00:00Z,23
DOE Library,2017-12-25T00:00:00Z,20
DOE Library,2017-12-26T00:00:00Z,86
DOE Library,2017-12-27T00:00:00Z,75
DOE Library,2017-12-28T00:00:00Z,123
DOE Library,2017-12-29T00:00:00Z,115
DOE Library,2017-12-30T00:00:00Z,35
DOE Library,2017-12-31T00:00:00Z,36
DOE Library,2018-01-01T00:00:00Z,28
DOE Library,2018-01-02T00:00:00Z,1183
DOE Library,2018-01-03T00:00:00Z,1100
DOE Library,2018-01-04T00:00:00Z,1113
DOE Library,2018-01-05T00:00:00Z,977
DOE Library,2018-01-06T00:00:00Z,47
DOE Library,2018-01-07T00:00:00Z,53
DOE Library,2018-01-08T00:00:00Z,1049
DOE Library,2018-01-09T00:00:00Z,1259
DOE Library,2018-01-10T00:00:00Z,1305
DOE Library,2018-01-11T00:00:00Z,1414
DOE Library,2018-01-12T00:00:00Z,1404
DOE Library,2018-01-13T00:00:00Z,427
DOE Library,2018-01-14T00:00:00Z,43
DOE Library,2018-01-15T00:00:00Z,63
DOE Library,2018-01-16T00:00:00Z,3589
DOE Library,2018-01-17T00:00:00Z,3701
DOE Library,2018-01-18T00:00:00Z,3396
DOE Library,2018-01-19T00:00:00Z,3114
DOE Library,2018-01-20T00:00:00Z,1271
DOE Library,2018-01-21T00:00:00Z,1157
DOE Library,2018-01-22T00:00:00Z,3717
DOE Library,2018-01-23T00:00:00Z,3557
DOE Library,2018-01-24T00:00:00Z,3531
DOE Library,2018-01-25T00:00:00Z,3734
DOE Library,2018-01-26T00:00:00Z,3122
DOE Library,2018-01-27T00:00:00Z,1516
DOE Library,2018-01-28T00:00:00Z,1467
DOE Library,2018-01-29T00:00:00Z,3924
DOE Library,2018-01-30T00:00:00Z,3498
DOE Library,2018-01-31T00:00:00Z,3770
DOE Library,2018-02-01T00:00:00Z,3482
DOE Library,2018-02-02T00:00:00Z,2840
DOE Library,2018-02-03T00:00:00Z,1629
DOE Library,2018-02-04T00:00:00Z,1033
DOE Library,2018-02-05T00:00:00Z,3671
DOE Library,2018-02-06T00:00:00Z,3640
DOE Library,2018-02-07T00:00:00Z,3703
DOE Library,2018-02-08T00:00:00Z,3796
DOE Library,2018-02-09T00:00:00Z,3188
DOE Library,2018-02-10T00:00:00Z,1713
DOE Library,2018-02-11T00:00:00Z,1541
DOE Library,2018-02-12T00:00:00Z,3922
DOE Library,2018-02-13T00:00:00Z,3685
DOE Library,2018-02-14T00:00:00Z,3494
DOE Library,2018-02-15T00:00:00Z,3573
DOE Library,2018-02-16T00:00:00Z,2920
DOE Library,2018-02-17T00:00:00Z,1727
DOE Library,2018-02-18T00:00:00Z,1731
DOE Library,2018-02-19T00:00:00Z,55
DOE Library,2018-02-20T00:00:00Z,3810
DOE Library,2018-02-21T00:00:00Z,3770
DOE Library,2018-02-22T00:00:00Z,3635
DOE Library,2018-02-23T00:00:00Z,3305
DOE Library,2018-02-24T00:00:00Z,1604
DOE Library,2018-02-25T00:00:00Z,1375
DOE Library,2018-02-26T00:00:00Z,3604
DOE Library,2018-02-27T00:00:00Z,3479
DOE Library,2018-02-28T00:00:00Z,3631
DOE Library,2018-03-01T00:00:00Z,3206
DOE Library,2018-03-02T00:00:00Z,2760
DOE Library,2018-03-03T00:00:00Z,1315
DOE Library,2018-03-04T00:00:00Z,1376
DOE Library,2018-03-05T00:00:00Z,3493
DOE Library,2018-03-06T00:00:00Z,3558
DOE Library,2018-03-07T00:00:00Z,3456
DOE Library,2018-03-08T00:00:00Z,3208
DOE Library,2018-03-09T00:00:00Z,3316
DOE Library,2018-03-10T00:00:00Z,1442
DOE Library,2018-03-11T00:00:00Z,1656
DOE Library,2018-03-12T00:00:00Z,3557
DOE Library,2018-03-13T00:00:00Z,3478
DOE Library,2018-03-14T00:00:00Z,3578
DOE Library,2018-03-15T00:00:00Z,3740
DOE Library,2018-03-16T00:00:00Z,3610
DOE Library,2018-03-17T00:00:00Z,1514
DOE Library,2018-03-18T00:00:00Z,1832
DOE Library,2018-03-19T00:00:00Z,3998
DOE Library,2018-03-20T00:00:00Z,3558
DOE Library,2018-03-21T00:00:00Z,3542
DOE Library,2018-03-22T00:00:00Z,3157
DOE Library,2018-03-23T00:00:00Z,2729
DOE Library,2018-03-24T00:00:00Z,51
DOE Library,2018-03-25T00:00:00Z,48
DOE Library,2018-03-26T00:00:00Z,1502
DOE Library,2018-03-27T00:00:00Z,1646
DOE Library,2018-03-28T00:00:00Z,1653
DOE Library,2018-03-29T00:00:00Z,1465
DOE Library,2018-03-30T00:00:00Z,60
DOE Library,2018-03-31T00:00:00Z,34
DOE Library,2018-04-01T00:00:00Z,46
DOE Library,2018-04-02T00:00:00Z,3804
DOE Library,2018-04-03T00:00:00Z,3786
DOE Library,2018-04-04T00:00:00Z,4024
DOE Library,2018-04-05T00:00:00Z,3916
DOE Library,2018-04-06T00:00:00Z,2523
DOE Library,2018-04-07T00:00:00Z,1997
DOE Library,2018-04-08T00:00:00Z,1688
DOE Library,2018-04-09T00:00:00Z,3911
DOE Library,2018-04-10T00:00:00Z,3377
DOE Library,2018-04-11T00:00:00Z,3596
DOE Library,2018-04-12T00:00:00Z,3411
DOE Library,2018-04-13T00:00:00Z,3230
DOE Library,2018-04-14T00:00:00Z,1857
DOE Library,2018-04-15T00:00:00Z,1397
DOE Library,2018-04-16T00:00:00Z,3467
DOE Library,2018-04-17T00:00:00Z,3573
DOE Library,2018-04-18T00:00:00Z,3633
DOE Library,2018-04-19T00:00:00Z,3280
DOE Library,2018-04-20T00:00:00Z,4091
DOE Library,2018-04-21T00:00:00Z,5473
DOE Library,2018-04-22T00:00:00Z,1789
DOE Library,2018-04-23T00:00:00Z,3595
DOE Library,2018-04-24T00:00:00Z,3538
DOE Library,2018-04-25T00:00:00Z,3697
DOE Library,2018-04-26T00:00:00Z,3776
DOE Library,2018-04-27T00:00:00Z,3421
DOE Library,2018-04-28T00:00:00Z,1755
DOE Library,2018-04-29T00:00:00Z,1577
DOE Library,2018-04-30T00:00:00Z,3389
DOE Library,2018-05-01T00:00:00Z,3436
DOE Library,2018-05-02T00:00:00Z,3766
DOE Library,2018-05-03T00:00:00Z,3963
DOE Library,2018-05-04T00:00:00Z,3993
DOE Library,2018-05-05T00:00:00Z,2698
DOE Library,2018-05-06T00:00:00Z,2021
DOE Library,2018-05-07T00:00:00Z,3372
DOE Library,2018-05-08T00:00:00Z,3276
DOE Library,2018-05-09T00:00:00Z,3140
DOE Library,2018-05-10T00:00:00Z,2904
DOE Library,2018-05-11T00:00:00Z,3370
DOE Library,2018-05-12T00:00:00Z,1740
DOE Library,2018-05-13T00:00:00Z,39
DOE Library,2018-05-14T00:00:00Z,1916
DOE Library,2018-05-15T00:00:00Z,1974
DOE Library,2018-05-16T00:00:00Z,1652
DOE Library,2018-05-17T00:00:00Z,1790
DOE Library,2018-05-18T00:00:00Z,1467
DOE Library,2018-05-19T00:00:00Z,49
DOE Library,2018-05-20T00:00:00Z,54
DOE Library,2018-05-21T00:00:00Z,1682
DOE Library,2018-05-22T00:00:00Z,1454
DOE Library,2018-05-23T00:00:00Z,1435
DOE Library,2018-05-24T00:00:00Z,1591
DOE Library,2018-05-25T00:00:00Z,1361
DOE Library,2018-05-26T00:00:00Z,47
DOE Library,2018-05-27T00:00:00Z,47
DOE Library,2018-05-28T00:00:00Z,55
DOE Library,2018-05-29T00:00:00Z,1694
DOE Library,2018-05-30T00:00:00Z,1473
DOE Library,2018-05-31T00:00:00Z,1360
DOE Library,2018-06-01T00:00:00Z,1398
DOE Library,2018-06-02T00:00:00Z,85
DOE Library,2018-06-03T00:00:00Z,42
DOE Library,2018-06-04T00:00:00Z,1432
DOE Library,2018-06-05T00:00:00Z,1564
DOE Library,2018-06-06T00:00:00Z,1450
DOE Library,2018-06-07T00:00:00Z,1388
DOE Library,2018-06-08T00:00:00Z,1315
DOE Library,2018-06-09T00:00:00Z,41
DOE Library,2018-06-10T00:00:00Z,61
DOE Library,2018-06-11T00:00:00Z,1592
DOE Library,2018-06-12T00:00:00Z,1618
DOE Library,2018-06-13T00:00:00Z,1498
DOE Library,2018-06-14T00:00:00Z,1520
DOE Library,2018-06-15T00:00:00Z,1321
DOE Library,2018-06-16T00:00:00Z,43
DOE Library,2018-06-17T00:00:00Z,47
DOE Library,2018-06-18T00:00:00Z,1961
DOE Library,2018-06-19T00:00:00Z,1982
DOE Library,2018-06-20T00:00:00Z,2086
DOE Library,2018-06-21T00:00:00Z,1853
DOE Library,2018-06-22T00:00:00Z,1642
DOE Library,2018-06-23T00:00:00Z,52
DOE Library,2018-06-24T00:00:00Z,60
DOE Library,2018-06-25T00:00:00Z,1745
DOE Library,2018-06-26T00:00:00Z,1679
DOE Library,2018-06-27T00:00:00Z,1788
DOE Library,2018-06-28T00:00:00Z,1725
DOE Library,2018-06-29T00:00:00Z,1637
DOE Library,2018-06-30T00:00:00Z,62
DOE Library,2018-07-01T00:00:00Z,60
DOE STACKS,2017-07-01T00:00:00Z,13
DOE STACKS,2017-07-02T00:00:00Z,12
DOE STACKS,2017-07-03T00:00:00Z,691
DOE STACKS,2017-07-04T00:00:00Z,10
DOE STACKS,2017-07-05T00:00:00Z,591
DOE STACKS,2017-07-06T00:00:00Z,592
DOE STACKS,2017-07-07T00:00:00Z,483
DOE STACKS,2017-07-08T00:00:00Z,355
DOE STACKS,2017-07-09T00:00:00Z,294
DOE STACKS,2017-07-10T00:00:00Z,591
DOE STACKS,2017-07-11T00:00:00Z,536
DOE STACKS,2017-07-12T00:00:00Z,563
DOE STACKS,2017-07-13T00:00:00Z,511
DOE STACKS,2017-07-14T00:00:00Z,387
DOE STACKS,2017-07-15T00:00:00Z,250
DOE STACKS,2017-07-16T00:00:00Z,227
DOE STACKS,2017-07-17T00:00:00Z,597
DOE STACKS,2017-07-18T00:00:00Z,642
DOE STACKS,2017-07-19T00:00:00Z,592
DOE STACKS,2017-07-20T00:00:00Z,552
DOE STACKS,2017-07-21T00:00:00Z,411
DOE STACKS,2017-07-22T00:00:00Z,233
DOE STACKS,2017-07-23T00:00:00Z,325
DOE STACKS,2017-07-24T00:00:00Z,650
DOE STACKS,2017-07-25T00:00:00Z,668
DOE STACKS,2017-07-26T00:00:00Z,661
DOE STACKS,2017-07-27T00:00:00Z,547
DOE STACKS,2017-07-28T00:00:00Z,417
DOE STACKS,2017-07-29T00:00:00Z,259
DOE STACKS,2017-07-30T00:00:00Z,319
DOE STACKS,2017-07-31T00:00:00Z,613
DOE STACKS,2017-08-01T00:00:00Z,666
DOE STACKS,2017-08-02T00:00:00Z,506
DOE STACKS,2017-08-03T00:00:00Z,499
DOE STACKS,2017-08-04T00:00:00Z,412
DOE STACKS,2017-08-05T00:00:00Z,355
DOE STACKS,2017-08-06T00:00:00Z,177
DOE STACKS,2017-08-07T00:00:00Z,379
DOE STACKS,2017-08-08T00:00:00Z,802
DOE STACKS,2017-08-09T00:00:00Z,830
DOE STACKS,2017-08-10T00:00:00Z,589
DOE STACKS,2017-08-11T00:00:00Z,341
DOE STACKS,2017-08-12T00:00:00Z,12
DOE STACKS,2017-08-13T00:00:00Z,7
DOE STACKS,2017-08-14T00:00:00Z,392
DOE STACKS,2017-08-15T00:00:00Z,362
DOE STACKS,2017-08-16T00:00:00Z,666
DOE STACKS,2017-08-17T00:00:00Z,645
DOE STACKS,2017-08-18T00:00:00Z,576
DOE STACKS,2017-08-19T00:00:00Z,7
DOE STACKS,2017-08-20T00:00:00Z,13
DOE STACKS,2017-08-21T00:00:00Z,804
DOE STACKS,2017-08-22T00:00:00Z,952
DOE STACKS,2017-08-23T00:00:00Z,1520
DOE STACKS,2017-08-24T00:00:00Z,1484
DOE STACKS,2017-08-25T00:00:00Z,1205
DOE STACKS,2017-08-26T00:00:00Z,776
DOE STACKS,2017-08-27T00:00:00Z,582
DOE STACKS,2017-08-28T00:00:00Z,1904
DOE STACKS,2017-08-29T00:00:00Z,1737
DOE STACKS,2017-08-30T00:00:00Z,1709
DOE STACKS,2017-08-31T00:00:00Z,1502
DOE STACKS,2017-09-01T00:00:00Z,1476
DOE STACKS,2017-09-02T00:00:00Z,1896
DOE STACKS,2017-09-03T00:00:00Z,1236
DOE STACKS,2017-09-04T00:00:00Z,10
DOE STACKS,2017-09-05T00:00:00Z,2162
DOE STACKS,2017-09-06T00:00:00Z,1972
DOE STACKS,2017-09-07T00:00:00Z,2120
DOE STACKS,2017-09-08T00:00:00Z,1601
DOE STACKS,2017-09-09T00:00:00Z,1516
DOE STACKS,2017-09-10T00:00:00Z,1628
DOE STACKS,2017-09-11T00:00:00Z,2723
DOE STACKS,2017-09-12T00:00:00Z,2572
DOE STACKS,2017-09-13T00:00:00Z,2758
DOE STACKS,2017-09-14T00:00:00Z,2377
DOE STACKS,2017-09-15T00:00:00Z,1592
DOE STACKS,2017-09-16T00:00:00Z,1407
DOE STACKS,2017-09-17T00:00:00Z,1676
DOE STACKS,2017-09-18T00:00:00Z,2780
DOE STACKS,2017-09-19T00:00:00Z,2624
DOE STACKS,2017-09-20T00:00:00Z,2765
DOE STACKS,2017-09-21T00:00:00Z,2419
DOE STACKS,2017-09-22T00:00:00Z,1776
DOE STACKS,2017-09-23T00:00:00Z,1720
DOE STACKS,2017-09-24T00:00:00Z,1922
DOE STACKS,2017-09-25T00:00:00Z,3521
DOE STACKS,2017-09-26T00:00:00Z,3484
DOE STACKS,2017-09-27T00:00:00Z,3176
DOE STACKS,2017-09-28T00:00:00Z,2536
DOE STACKS,2017-09-29T00:00:00Z,1639
DOE STACKS,2017-09-30T00:00:00Z,1857
DOE STACKS,2017-10-01T00:00:00Z,1771
DOE STACKS,2017-10-02T00:00:00Z,3036
DOE STACKS,2017-10-03T00:00:00Z,2867
DOE STACKS,2017-10-04T00:00:00Z,2859
DOE STACKS,2017-10-05T00:00:00Z,2501
DOE STACKS,2017-10-06T00:00:00Z,1666
DOE STACKS,2017-10-07T00:00:00Z,1548
DOE STACKS,2017-10-08T00:00:00Z,1600
DOE STACKS,2017-10-09T00:00:00Z,2869
DOE STACKS,2017-10-10T00:00:00Z,3110
DOE STACKS,2017-10-11T00:00:00Z,3071
DOE STACKS,2017-10-12T00:00:00Z,2344
DOE STACKS,2017-10-13T00:00:00Z,1587
DOE STACKS,2017-10-14T00:00:00Z,1545
DOE STACKS,2017-10-15T00:00:00Z,1669
DOE STACKS,2017-10-16T00:00:00Z,2868
DOE STACKS,2017-10-17T00:00:00Z,2815
DOE STACKS,2017-10-18T00:00:00Z,2647
DOE STACKS,2017-10-19T00:00:00Z,2225
DOE STACKS,2017-10-20T00:00:00Z,1700
DOE STACKS,2017-10-21T00:00:00Z,1590
DOE STACKS,2017-10-22T00:00:00Z,1660
DOE STACKS,2017-10-23T00:00:00Z,2705
DOE STACKS,2017-10-24T00:00:00Z,2965
DOE STACKS,2017-10-25T00:00:00Z,3065
DOE STACKS,2017-10-26T00:00:00Z,2606
DOE STACKS,2017-10-27T00:00:00Z,1783
DOE STACKS,2017-10-28T00:00:00Z,1570
DOE STACKS,2017-10-29T00:00:00Z,1795
DOE STACKS,2017-10-30T00:00:00Z,3016
DOE STACKS,2017-10-31T00:00:00Z,2790
DOE STACKS,2017-11-01T00:00:00Z,2761
DOE STACKS,2017-11-02T00:00:00Z,2316
DOE STACKS,2017-11-03T00:00:00Z,1727
DOE STACKS,2017-11-04T00:00:00Z,1343
DOE STACKS,2017-11-05T00:00:00Z,1653
DOE STACKS,2017-11-06T00:00:00Z,2751
DOE STACKS,2017-11-07T00:00:00Z,2392
DOE STACKS,2017-11-08T00:00:00Z,2284
DOE STACKS,2017-11-09T00:00:00Z,1619
DOE STACKS,2017-11-10T00:00:00Z,15
DOE STACKS,2017-11-11T00:00:00Z,20
DOE STACKS,2017-11-12T00:00:00Z,1367
DOE STACKS,2017-11-13T00:00:00Z,2515
DOE STACKS,2017-11-14T00:00:00Z,2530
DOE STACKS,2017-11-15T00:00:00Z,2383
DOE STACKS,2017-11-16T00:00:00Z,1808
DOE STACKS,2017-11-17T00:00:00Z,1366
DOE STACKS,2017-11-18T00:00:00Z,884
DOE STACKS,2017-11-19T00:00:00Z,1209
DOE STACKS,2017-11-20T00:00:00Z,1845
DOE STACKS,2017-11-21T00:00:00Z,1027
DOE STACKS,2017-11-22T00:00:00Z,368
DOE STACKS,2017-11-23T00:00:00Z,22
DOE STACKS,2017-11-24T00:00:00Z,17
DOE STACKS,2017-11-25T00:00:00Z,21
DOE STACKS,2017-11-26T00:00:00Z,733
DOE STACKS,2017-11-27T00:00:00Z,2613
DOE STACKS,2017-11-28T00:00:00Z,2816
DOE STACKS,2017-11-29T00:00:00Z,2950
DOE STACKS,2017-11-30T00:00:00Z,2436
DOE STACKS,2017-12-01T00:00:00Z,1787
DOE STACKS,2017-12-02T00:00:00Z,1504
DOE STACKS,2017-12-03T00:00:00Z,1342
DOE STACKS,2017-12-04T00:00:00Z,2918
DOE STACKS,2017-12-05T00:00:00Z,3277
DOE STACKS,2017-12-06T00:00:00Z,3369
DOE STACKS,2017-12-07T00:00:00Z,4104
DOE STACKS,2017-12-08T00:00:00Z,3733
DOE STACKS,2017-12-09T00:00:00Z,3961
DOE STACKS,2017-12-10T00:00:00Z,3538
DOE STACKS,2017-12-11T00:00:00Z,3488
DOE STACKS,2017-12-12T00:00:00Z,3063
DOE STACKS,2017-12-13T00:00:00Z,2692
DOE STACKS,2017-12-14T00:00:00Z,1966
DOE STACKS,2017-12-15T00:00:00Z,960
DOE STACKS,2017-12-16T00:00:00Z,26
DOE STACKS,2017-12-17T00:00:00Z,19
DOE STACKS,2017-12-18T00:00:00Z,296
DOE STACKS,2017-12-19T00:00:00Z,257
DOE STACKS,2017-12-20T00:00:00Z,265
DOE STACKS,2017-12-21T00:00:00Z,323
DOE STACKS,2017-12-22T00:00:00Z,63
DOE STACKS,2017-12-23T00:00:00Z,29
DOE STACKS,2017-12-24T00:00:00Z,11
DOE STACKS,2017-12-25T00:00:00Z,7
DOE STACKS,2017-12-26T00:00:00Z,15
DOE STACKS,2017-12-27T00:00:00Z,21
DOE STACKS,2017-12-28T00:00:00Z,50
DOE STACKS,2017-12-29T00:00:00Z,23
DOE STACKS,2017-12-30T00:00:00Z,27
DOE STACKS,2017-12-31T00:00:00Z,14
DOE STACKS,2018-01-01T00:00:00Z,14
DOE STACKS,2018-01-02T00:00:00Z,274
DOE STACKS,2018-01-03T00:00:00Z,261
DOE STACKS,2018-01-04T00:00:00Z,243
DOE STACKS,2018-01-05T00:00:00Z,292
DOE STACKS,2018-01-06T00:00:00Z,15
DOE STACKS,2018-01-07T00:00:00Z,20
DOE STACKS,2018-01-08T00:00:00Z,328
DOE STACKS,2018-01-09T00:00:00Z,283
DOE STACKS,2018-01-10T00:00:00Z,316
DOE STACKS,2018-01-11T00:00:00Z,300
DOE STACKS,2018-01-12T00:00:00Z,349
DOE STACKS,2018-01-13T00:00:00Z,14
DOE STACKS,2018-01-14T00:00:00Z,5
DOE STACKS,2018-01-15T00:00:00Z,12
DOE STACKS,2018-01-16T00:00:00Z,1215
DOE STACKS,2018-01-17T00:00:00Z,1390
DOE STACKS,2018-01-18T00:00:00Z,1278
DOE STACKS,2018-01-19T00:00:00Z,996
DOE STACKS,2018-01-20T00:00:00Z,722
DOE STACKS,2018-01-21T00:00:00Z,797
DOE STACKS,2018-01-22T00:00:00Z,1791
DOE STACKS,2018-01-23T00:00:00Z,1539
DOE STACKS,2018-01-24T00:00:00Z,1536
DOE STACKS,2018-01-25T00:00:00Z,1666
DOE STACKS,2018-01-26T00:00:00Z,1351
DOE STACKS,2018-01-27T00:00:00Z,1076
DOE STACKS,2018-01-28T00:00:00Z,1232
DOE STACKS,2018-01-29T00:00:00Z,1925
DOE STACKS,2018-01-30T00:00:00Z,1769
DOE STACKS,2018-01-31T00:00:00Z,1871
DOE STACKS,2018-02-01T00:00:00Z,1610
DOE STACKS,2018-02-02T00:00:00Z,1233
DOE STACKS,2018-02-03T00:00:00Z,1246
DOE STACKS,2018-02-04T00:00:00Z,952
DOE STACKS,2018-02-05T00:00:00Z,2270
DOE STACKS,2018-02-06T00:00:00Z,1946
DOE STACKS,2018-02-07T00:00:00Z,2156
DOE STACKS,2018-02-08T00:00:00Z,2011
DOE STACKS,2018-02-09T00:00:00Z,1371
DOE STACKS,2018-02-10T00:00:00Z,1498
DOE STACKS,2018-02-11T00:00:00Z,1489
DOE STACKS,2018-02-12T00:00:00Z,2383
DOE STACKS,2018-02-13T00:00:00Z,2340
DOE STACKS,2018-02-14T00:00:00Z,2153
DOE STACKS,2018-02-15T00:00:00Z,1878
DOE STACKS,2018-02-16T00:00:00Z,1199
DOE STACKS,2018-02-17T00:00:00Z,1024
DOE STACKS,2018-02-18T00:00:00Z,1071
DOE STACKS,2018-02-19T00:00:00Z,6
DOE STACKS,2018-02-20T00:00:00Z,2159
DOE STACKS,2018-02-21T00:00:00Z,2141
DOE STACKS,2018-02-22T00:00:00Z,1998
DOE STACKS,2018-02-23T00:00:00Z,1491
DOE STACKS,2018-02-24T00:00:00Z,1371
DOE STACKS,2018-02-25T00:00:00Z,1482
DOE STACKS,2018-02-26T00:00:00Z,2304
DOE STACKS,2018-02-27T00:00:00Z,2108
DOE STACKS,2018-02-28T00:00:00Z,2412
DOE STACKS,2018-03-01T00:00:00Z,1828
DOE STACKS,2018-03-02T00:00:00Z,1317
DOE STACKS,2018-03-03T00:00:00Z,1308
DOE STACKS,2018-03-04T00:00:00Z,1208
DOE STACKS,2018-03-05T00:00:00Z,2293
DOE STACKS,2018-03-06T00:00:00Z,2248
DOE STACKS,2018-03-07T00:00:00Z,2418
DOE STACKS,2018-03-08T00:00:00Z,2011
DOE STACKS,2018-03-09T00:00:00Z,1420
DOE STACKS,2018-03-10T00:00:00Z,1106
DOE STACKS,2018-03-11T00:00:00Z,1424
DOE STACKS,2018-03-12T00:00:00Z,2275
DOE STACKS,2018-03-13T00:00:00Z,2360
DOE STACKS,2018-03-14T00:00:00Z,2521
DOE STACKS,2018-03-15T00:00:00Z,2280
DOE STACKS,2018-03-16T00:00:00Z,1585
DOE STACKS,2018-03-17T00:00:00Z,1710
DOE STACKS,2018-03-18T00:00:00Z,1811
DOE STACKS,2018-03-19T00:00:00Z,2974
DOE STACKS,2018-03-20T00:00:00Z,2874
DOE STACKS,2018-03-21T00:00:00Z,2620
DOE STACKS,2018-03-22T00:00:00Z,2054
DOE STACKS,2018-03-23T00:00:00Z,1095
